CODIGO;A„O ESCOLAR;GRADO;ASIGNATURA;NUMERO DE PERIODO;RESULTADO
20062007;2019-2020;11;Disciplina;3;87
20062007;2019-2020;11;Disciplina;4;98
20062008;2019-2020;11;Matematicas;1;95
20062008;2019-2020;11;Matematicas;2;98
20062008;2019-2020;11;Matematicas;3;91
20062008;2019-2020;11;Matematicas;4;100
20062008;2019-2020;11;Fisica;1;83
20062008;2019-2020;11;Fisica;2;80
20062008;2019-2020;11;Fisica;3;85
20062008;2019-2020;11;Fisica;4;90
20062008;2019-2020;11;Quimica;1;85
20062008;2019-2020;11;Quimica;2;87
20062008;2019-2020;11;Quimica;3;90
20062008;2019-2020;11;Quimica;4;96
20062008;2019-2020;11;Ciencias Sociales;1;
20062008;2019-2020;11;Ciencias Sociales;2;
20062008;2019-2020;11;Ciencias Sociales;3;89
20062008;2019-2020;11;Ciencias Sociales;4;96
20062008;2019-2020;11;Economia;1;90
20062008;2019-2020;11;Economia;2;85
20062008;2019-2020;11;Economia;3;
20062008;2019-2020;11;Economia;4;
20062008;2019-2020;11;Espa–ol;1;79
20062008;2019-2020;11;Espa–ol;2;81
20062008;2019-2020;11;Espa–ol;3;85
20062008;2019-2020;11;Espa–ol;4;93
20062008;2019-2020;11;Filosofia;1;91
20062008;2019-2020;11;Filosofia;2;93
20062008;2019-2020;11;Filosofia;3;76
20062008;2019-2020;11;Filosofia;4;95
20062008;2019-2020;11;Ingles;1;89
20062008;2019-2020;11;Ingles;2;93
20062008;2019-2020;11;Ingles;3;95
20062008;2019-2020;11;Ingles;4;98
20062008;2019-2020;11;Disciplina;1;97
20062008;2019-2020;11;Disciplina;2;93
20062008;2019-2020;11;Disciplina;3;93
20062008;2019-2020;11;Disciplina;4;99
20062010;2019-2020;11;Matematicas;1;93
20062010;2019-2020;11;Matematicas;2;84
20062010;2019-2020;11;Matematicas;3;83
20062010;2019-2020;11;Matematicas;4;98
20062010;2019-2020;11;Fisica;1;80
20062010;2019-2020;11;Fisica;2;83
20062010;2019-2020;11;Fisica;3;84
20062010;2019-2020;11;Fisica;4;90
20062010;2019-2020;11;Quimica;1;81
20062010;2019-2020;11;Quimica;2;87
20062010;2019-2020;11;Quimica;3;81
20062010;2019-2020;11;Quimica;4;90
20062010;2019-2020;11;Ciencias Sociales;1;
20062010;2019-2020;11;Ciencias Sociales;2;
20062010;2019-2020;11;Ciencias Sociales;3;82
20062010;2019-2020;11;Ciencias Sociales;4;96
20062010;2019-2020;11;Economia;1;86
20062010;2019-2020;11;Economia;2;82
20062010;2019-2020;11;Economia;3;
20062010;2019-2020;11;Economia;4;
20062010;2019-2020;11;Espa–ol;1;75
20062010;2019-2020;11;Espa–ol;2;75
20062010;2019-2020;11;Espa–ol;3;77
20062010;2019-2020;11;Espa–ol;4;82
20062010;2019-2020;11;Filosofia;1;95
20062010;2019-2020;11;Filosofia;2;87
20062010;2019-2020;11;Filosofia;3;83
20062010;2019-2020;11;Filosofia;4;83
20062010;2019-2020;11;Ingles;1;79
20062010;2019-2020;11;Ingles;2;85
20062010;2019-2020;11;Ingles;3;85
20062010;2019-2020;11;Ingles;4;91
20062010;2019-2020;11;Disciplina;1;95
20062010;2019-2020;11;Disciplina;2;93
20062010;2019-2020;11;Disciplina;3;93
20062010;2019-2020;11;Disciplina;4;98
20062011;2019-2020;11;Matematicas;1;72
20062011;2019-2020;11;Matematicas;2;79
20062011;2019-2020;11;Matematicas;3;90
20062011;2019-2020;11;Matematicas;4;96
20062011;2019-2020;11;Fisica;1;81
20062011;2019-2020;11;Fisica;2;78
20062011;2019-2020;11;Fisica;3;65
20062011;2019-2020;11;Fisica;4;89
20062011;2019-2020;11;Quimica;1;79
20062011;2019-2020;11;Quimica;2;81
20062011;2019-2020;11;Quimica;3;80
20062011;2019-2020;11;Quimica;4;96
20062011;2019-2020;11;Ciencias Sociales;1;
20062011;2019-2020;11;Ciencias Sociales;2;
20062011;2019-2020;11;Ciencias Sociales;3;83
20062011;2019-2020;11;Ciencias Sociales;4;95
20062011;2019-2020;11;Economia;1;91
20062011;2019-2020;11;Economia;2;83
20062011;2019-2020;11;Economia;3;
20062011;2019-2020;11;Economia;4;
20062011;2019-2020;11;Espa–ol;1;76
20062011;2019-2020;11;Espa–ol;2;80
20062011;2019-2020;11;Espa–ol;3;77
20062011;2019-2020;11;Espa–ol;4;87
20062011;2019-2020;11;Filosofia;1;84
20062011;2019-2020;11;Filosofia;2;87
20062011;2019-2020;11;Filosofia;3;92
20062011;2019-2020;11;Filosofia;4;96
20062011;2019-2020;11;Ingles;1;80
20062011;2019-2020;11;Ingles;2;79
20062011;2019-2020;11;Ingles;3;80
20062011;2019-2020;11;Ingles;4;92
20062011;2019-2020;11;Disciplina;1;90
20062011;2019-2020;11;Disciplina;2;88
20062011;2019-2020;11;Disciplina;3;86
20062011;2019-2020;11;Disciplina;4;99
20062012;2019-2020;11;Matematicas;1;100
20062012;2019-2020;11;Matematicas;2;100
20062012;2019-2020;11;Matematicas;3;100
20062012;2019-2020;11;Matematicas;4;100
20062012;2019-2020;11;Fisica;1;91
20062012;2019-2020;11;Fisica;2;89
20062012;2019-2020;11;Fisica;3;93
20062012;2019-2020;11;Fisica;4;100
20062012;2019-2020;11;Quimica;1;100
20062012;2019-2020;11;Quimica;2;100
20062012;2019-2020;11;Quimica;3;100
20062012;2019-2020;11;Quimica;4;100
20062012;2019-2020;11;Ciencias Sociales;1;
20062012;2019-2020;11;Ciencias Sociales;2;
20062012;2019-2020;11;Ciencias Sociales;3;95
20062012;2019-2020;11;Ciencias Sociales;4;99
20062012;2019-2020;11;Economia;1;97
20062012;2019-2020;11;Economia;2;99
20062012;2019-2020;11;Economia;3;
20062012;2019-2020;11;Economia;4;
20062012;2019-2020;11;Espa–ol;1;100
20062012;2019-2020;11;Espa–ol;2;92
20062012;2019-2020;11;Espa–ol;3;97
20062012;2019-2020;11;Espa–ol;4;100
20062012;2019-2020;11;Filosofia;1;99
20062012;2019-2020;11;Filosofia;2;98
20062012;2019-2020;11;Filosofia;3;97
20062012;2019-2020;11;Filosofia;4;99
20062012;2019-2020;11;Ingles;1;97
20062012;2019-2020;11;Ingles;2;100
20062012;2019-2020;11;Ingles;3;100
20062012;2019-2020;11;Ingles;4;100
20062012;2019-2020;11;Disciplina;1;99
20062012;2019-2020;11;Disciplina;2;99
20062012;2019-2020;11;Disciplina;3;98
20062012;2019-2020;11;Disciplina;4;100
20062013;2019-2020;11;Matematicas;1;88
20062013;2019-2020;11;Matematicas;2;88
20062013;2019-2020;11;Matematicas;3;82
20062013;2019-2020;11;Matematicas;4;98
20062013;2019-2020;11;Fisica;1;72
20062013;2019-2020;11;Fisica;2;77
20062013;2019-2020;11;Fisica;3;81
20062013;2019-2020;11;Fisica;4;96
20062013;2019-2020;11;Quimica;1;82
20062013;2019-2020;11;Quimica;2;86
20062013;2019-2020;11;Quimica;3;86
20062013;2019-2020;11;Quimica;4;93
20062013;2019-2020;11;Ciencias Sociales;1;
20062013;2019-2020;11;Ciencias Sociales;2;
20062013;2019-2020;11;Ciencias Sociales;3;86
20062013;2019-2020;11;Ciencias Sociales;4;97
20062013;2019-2020;11;Economia;1;85
20062013;2019-2020;11;Economia;2;84
20062013;2019-2020;11;Economia;3;
20062013;2019-2020;11;Economia;4;
20062013;2019-2020;11;Espa–ol;1;72
20062013;2019-2020;11;Espa–ol;2;74
20062013;2019-2020;11;Espa–ol;3;81
20062013;2019-2020;11;Espa–ol;4;79
20062013;2019-2020;11;Filosofia;1;89
20062013;2019-2020;11;Filosofia;2;87
20062013;2019-2020;11;Filosofia;3;88
20062013;2019-2020;11;Filosofia;4;88
20062013;2019-2020;11;Ingles;1;75
20062013;2019-2020;11;Ingles;2;77
20062013;2019-2020;11;Ingles;3;82
20062013;2019-2020;11;Ingles;4;88
20062013;2019-2020;11;Disciplina;1;87
20062013;2019-2020;11;Disciplina;2;89
20062013;2019-2020;11;Disciplina;3;86
20062013;2019-2020;11;Disciplina;4;98
20062014;2019-2020;11;Matematicas;1;81
20062014;2019-2020;11;Matematicas;2;90
20062014;2019-2020;11;Matematicas;3;80
20062014;2019-2020;11;Matematicas;4;92
20062014;2019-2020;11;Fisica;1;71
20062014;2019-2020;11;Fisica;2;79
20062014;2019-2020;11;Fisica;3;66
20062014;2019-2020;11;Fisica;4;87
20062014;2019-2020;11;Quimica;1;85
20062014;2019-2020;11;Quimica;2;88
20062014;2019-2020;11;Quimica;3;87
20062014;2019-2020;11;Quimica;4;95
20062014;2019-2020;11;Ciencias Sociales;1;
20062014;2019-2020;11;Ciencias Sociales;2;
20062014;2019-2020;11;Ciencias Sociales;3;90
20062014;2019-2020;11;Ciencias Sociales;4;94
20062014;2019-2020;11;Economia;1;86
20062014;2019-2020;11;Economia;2;92
20062014;2019-2020;11;Economia;3;
20062014;2019-2020;11;Economia;4;
20062014;2019-2020;11;Espa–ol;1;70
20062014;2019-2020;11;Espa–ol;2;70
20062014;2019-2020;11;Espa–ol;3;79
20062014;2019-2020;11;Espa–ol;4;82
20062014;2019-2020;11;Filosofia;1;80
20062014;2019-2020;11;Filosofia;2;90
20062014;2019-2020;11;Filosofia;3;87
20062014;2019-2020;11;Filosofia;4;91
20062014;2019-2020;11;Ingles;1;81
20062014;2019-2020;11;Ingles;2;74
20062014;2019-2020;11;Ingles;3;83
20062014;2019-2020;11;Ingles;4;83
20062014;2019-2020;11;Disciplina;1;96
20062014;2019-2020;11;Disciplina;2;91
20062014;2019-2020;11;Disciplina;3;90
20062014;2019-2020;11;Disciplina;4;97
20062015;2019-2020;11;Matematicas;1;98
20062015;2019-2020;11;Matematicas;2;97
20062015;2019-2020;11;Matematicas;3;97
20062015;2019-2020;11;Matematicas;4;100
20062015;2019-2020;11;Fisica;1;90
20062015;2019-2020;11;Fisica;2;86
20062015;2019-2020;11;Fisica;3;75
20062015;2019-2020;11;Fisica;4;99
20062015;2019-2020;11;Quimica;1;92
20062015;2019-2020;11;Quimica;2;89
20062015;2019-2020;11;Quimica;3;90
20062015;2019-2020;11;Quimica;4;99
20062015;2019-2020;11;Ciencias Sociales;1;
20062015;2019-2020;11;Ciencias Sociales;2;
20062015;2019-2020;11;Ciencias Sociales;3;94
20062015;2019-2020;11;Ciencias Sociales;4;96
20062015;2019-2020;11;Economia;1;89
20062015;2019-2020;11;Economia;2;96
20062015;2019-2020;11;Economia;3;
20062015;2019-2020;11;Economia;4;
20062015;2019-2020;11;Espa–ol;1;92
20062015;2019-2020;11;Espa–ol;2;90
20062015;2019-2020;11;Espa–ol;3;95
20062015;2019-2020;11;Espa–ol;4;100
20062015;2019-2020;11;Filosofia;1;98
20062015;2019-2020;11;Filosofia;2;98
20062015;2019-2020;11;Filosofia;3;93
20062015;2019-2020;11;Filosofia;4;99
20062015;2019-2020;11;Ingles;1;97
20062015;2019-2020;11;Ingles;2;95
20062015;2019-2020;11;Ingles;3;98
20062015;2019-2020;11;Ingles;4;100
20062015;2019-2020;11;Disciplina;1;99
20062015;2019-2020;11;Disciplina;2;98
20062015;2019-2020;11;Disciplina;3;93
20062015;2019-2020;11;Disciplina;4;100
20062018;2019-2020;11;Matematicas;1;100
20062018;2019-2020;11;Matematicas;2;99
20062018;2019-2020;11;Matematicas;3;100
20062018;2019-2020;11;Matematicas;4;100
20062018;2019-2020;11;Fisica;1;97
20062018;2019-2020;11;Fisica;2;97
20062018;2019-2020;11;Fisica;3;95
20062018;2019-2020;11;Fisica;4;100
20062018;2019-2020;11;Quimica;1;100
20062018;2019-2020;11;Quimica;2;100
20062018;2019-2020;11;Quimica;3;100
20062018;2019-2020;11;Quimica;4;100
20062018;2019-2020;11;Ciencias Sociales;1;
20062018;2019-2020;11;Ciencias Sociales;2;
20062018;2019-2020;11;Ciencias Sociales;3;98
20062018;2019-2020;11;Ciencias Sociales;4;96
20062018;2019-2020;11;Economia;1;95
20062018;2019-2020;11;Economia;2;98
20062018;2019-2020;11;Economia;3;
20062018;2019-2020;11;Economia;4;
20062018;2019-2020;11;Espa–ol;1;98
20062018;2019-2020;11;Espa–ol;2;93
20062018;2019-2020;11;Espa–ol;3;93
20062018;2019-2020;11;Espa–ol;4;96
20062018;2019-2020;11;Filosofia;1;99
20062018;2019-2020;11;Filosofia;2;100
20062018;2019-2020;11;Filosofia;3;94
20062018;2019-2020;11;Filosofia;4;100
20062018;2019-2020;11;Ingles;1;97
20062018;2019-2020;11;Ingles;2;100
20062018;2019-2020;11;Ingles;3;100
20062018;2019-2020;11;Ingles;4;100
20062018;2019-2020;11;Disciplina;1;99
20062018;2019-2020;11;Disciplina;2;99
20062018;2019-2020;11;Disciplina;3;100
20062018;2019-2020;11;Disciplina;4;100
20062019;2019-2020;11;Matematicas;1;92
20062019;2019-2020;11;Matematicas;2;85
20062019;2019-2020;11;Matematicas;3;89
20062019;2019-2020;11;Matematicas;4;96
20062019;2019-2020;11;Fisica;1;81
20062019;2019-2020;11;Fisica;2;80
20062019;2019-2020;11;Fisica;3;78
20062019;2019-2020;11;Fisica;4;96
20062019;2019-2020;11;Quimica;1;83
20062019;2019-2020;11;Quimica;2;74
20062019;2019-2020;11;Quimica;3;76
20062019;2019-2020;11;Quimica;4;86
20062019;2019-2020;11;Ciencias Sociales;1;
20062019;2019-2020;11;Ciencias Sociales;2;
20062019;2019-2020;11;Ciencias Sociales;3;89
20062019;2019-2020;11;Ciencias Sociales;4;96
20062019;2019-2020;11;Economia;1;90
20062019;2019-2020;11;Economia;2;89
20062019;2019-2020;11;Economia;3;
20062019;2019-2020;11;Economia;4;
20062019;2019-2020;11;Espa–ol;1;84
20062019;2019-2020;11;Espa–ol;2;84
20062019;2019-2020;11;Espa–ol;3;87
20062019;2019-2020;11;Espa–ol;4;91
20062019;2019-2020;11;Filosofia;1;95
20062019;2019-2020;11;Filosofia;2;89
20062019;2019-2020;11;Filosofia;3;92
20062019;2019-2020;11;Filosofia;4;94
20062019;2019-2020;11;Ingles;1;81
20062019;2019-2020;11;Ingles;2;88
20062019;2019-2020;11;Ingles;3;91
20062019;2019-2020;11;Ingles;4;95
20062019;2019-2020;11;Disciplina;1;93
20062019;2019-2020;11;Disciplina;2;93
20062019;2019-2020;11;Disciplina;3;88
20062019;2019-2020;11;Disciplina;4;99
20062020;2019-2020;11;Matematicas;1;84
20062020;2019-2020;11;Matematicas;2;81
20062020;2019-2020;11;Matematicas;3;87
20062020;2019-2020;11;Matematicas;4;85
20062020;2019-2020;11;Fisica;1;71
20062020;2019-2020;11;Fisica;2;78
20062020;2019-2020;11;Fisica;3;76
20062020;2019-2020;11;Fisica;4;86
20062020;2019-2020;11;Quimica;1;88
20062020;2019-2020;11;Quimica;2;85
20062020;2019-2020;11;Quimica;3;80
20062020;2019-2020;11;Quimica;4;93
20062020;2019-2020;11;Ciencias Sociales;1;
20062020;2019-2020;11;Ciencias Sociales;2;
20062020;2019-2020;11;Ciencias Sociales;3;85
20062020;2019-2020;11;Ciencias Sociales;4;92
20062020;2019-2020;11;Economia;1;75
20062020;2019-2020;11;Economia;2;79
20062020;2019-2020;11;Economia;3;
20062020;2019-2020;11;Economia;4;
20062020;2019-2020;11;Espa–ol;1;83
20062020;2019-2020;11;Espa–ol;2;84
20062020;2019-2020;11;Espa–ol;3;89
20062020;2019-2020;11;Espa–ol;4;93
20062020;2019-2020;11;Filosofia;1;88
20062020;2019-2020;11;Filosofia;2;85
20062020;2019-2020;11;Filosofia;3;85
20062020;2019-2020;11;Filosofia;4;63
20062020;2019-2020;11;Ingles;1;91
20062020;2019-2020;11;Ingles;2;92
20062020;2019-2020;11;Ingles;3;100
20062020;2019-2020;11;Ingles;4;100
20062020;2019-2020;11;Disciplina;1;95
20062020;2019-2020;11;Disciplina;2;93
20062020;2019-2020;11;Disciplina;3;92
20062020;2019-2020;11;Disciplina;4;97
20062021;2019-2020;11;Matematicas;1;89
20062021;2019-2020;11;Matematicas;2;81
20062021;2019-2020;11;Matematicas;3;94
20062021;2019-2020;11;Matematicas;4;91
20062021;2019-2020;11;Fisica;1;93
20062021;2019-2020;11;Fisica;2;95
20062021;2019-2020;11;Fisica;3;90
20062021;2019-2020;11;Fisica;4;92
20062021;2019-2020;11;Quimica;1;91
20062021;2019-2020;11;Quimica;2;84
20062021;2019-2020;11;Quimica;3;89
20062021;2019-2020;11;Quimica;4;95
20062021;2019-2020;11;Ciencias Sociales;1;
20062021;2019-2020;11;Ciencias Sociales;2;
20062021;2019-2020;11;Ciencias Sociales;3;94
20062021;2019-2020;11;Ciencias Sociales;4;94
20062021;2019-2020;11;Economia;1;86
20062021;2019-2020;11;Economia;2;87
20062021;2019-2020;11;Economia;3;
20062021;2019-2020;11;Economia;4;
20062021;2019-2020;11;Espa–ol;1;80
20062021;2019-2020;11;Espa–ol;2;80
20062021;2019-2020;11;Espa–ol;3;87
20062021;2019-2020;11;Espa–ol;4;88
20062021;2019-2020;11;Filosofia;1;86
20062021;2019-2020;11;Filosofia;2;94
20062021;2019-2020;11;Filosofia;3;90
20062021;2019-2020;11;Filosofia;4;95
20062021;2019-2020;11;Ingles;1;91
20062021;2019-2020;11;Ingles;2;88
20062021;2019-2020;11;Ingles;3;91
20062021;2019-2020;11;Ingles;4;91
20062021;2019-2020;11;Disciplina;1;96
20062021;2019-2020;11;Disciplina;2;96
20062021;2019-2020;11;Disciplina;3;97
20062021;2019-2020;11;Disciplina;4;98
20062022;2019-2020;11;Matematicas;1;100
20062022;2019-2020;11;Matematicas;2;100
20062022;2019-2020;11;Matematicas;3;100
20062022;2019-2020;11;Matematicas;4;100
20062022;2019-2020;11;Fisica;1;89
20062022;2019-2020;11;Fisica;2;88
20062022;2019-2020;11;Fisica;3;82
20062022;2019-2020;11;Fisica;4;95
20062022;2019-2020;11;Quimica;1;93
20062022;2019-2020;11;Quimica;2;98
20062022;2019-2020;11;Quimica;3;100
20062022;2019-2020;11;Quimica;4;100
20062022;2019-2020;11;Ciencias Sociales;1;
20062022;2019-2020;11;Ciencias Sociales;2;
20062022;2019-2020;11;Ciencias Sociales;3;95
20062022;2019-2020;11;Ciencias Sociales;4;94
20062022;2019-2020;11;Economia;1;96
20062022;2019-2020;11;Economia;2;94
20062022;2019-2020;11;Economia;3;
20062022;2019-2020;11;Economia;4;
20062022;2019-2020;11;Espa–ol;1;96
20062022;2019-2020;11;Espa–ol;2;92
20062022;2019-2020;11;Espa–ol;3;96
20062022;2019-2020;11;Espa–ol;4;100
20062022;2019-2020;11;Filosofia;1;97
20062022;2019-2020;11;Filosofia;2;99
20062022;2019-2020;11;Filosofia;3;96
20062022;2019-2020;11;Filosofia;4;100
20062022;2019-2020;11;Ingles;1;96
20062022;2019-2020;11;Ingles;2;99
20062022;2019-2020;11;Ingles;3;100
20062022;2019-2020;11;Ingles;4;100
20062022;2019-2020;11;Disciplina;1;95
20062022;2019-2020;11;Disciplina;2;96
20062022;2019-2020;11;Disciplina;3;95
20062022;2019-2020;11;Disciplina;4;100
20062024;2019-2020;11;Matematicas;1;80
20062024;2019-2020;11;Matematicas;2;78
20062024;2019-2020;11;Matematicas;3;75
20062024;2019-2020;11;Matematicas;4;87
20062024;2019-2020;11;Fisica;1;74
20062024;2019-2020;11;Fisica;2;69
20062024;2019-2020;11;Fisica;3;68
20062024;2019-2020;11;Fisica;4;81
20062024;2019-2020;11;Quimica;1;82
20062024;2019-2020;11;Quimica;2;73
20062024;2019-2020;11;Quimica;3;82
20062024;2019-2020;11;Quimica;4;89
20062024;2019-2020;11;Ciencias Sociales;1;
20062024;2019-2020;11;Ciencias Sociales;2;
20062024;2019-2020;11;Ciencias Sociales;3;74
20062024;2019-2020;11;Ciencias Sociales;4;90
20062024;2019-2020;11;Economia;1;91
20062024;2019-2020;11;Economia;2;86
20062024;2019-2020;11;Economia;3;
20062024;2019-2020;11;Economia;4;
20062024;2019-2020;11;Espa–ol;1;76
20062024;2019-2020;11;Espa–ol;2;75
20062024;2019-2020;11;Espa–ol;3;82
20062024;2019-2020;11;Espa–ol;4;82
20062024;2019-2020;11;Filosofia;1;81
20062024;2019-2020;11;Filosofia;2;89
20062024;2019-2020;11;Filosofia;3;77
20062024;2019-2020;11;Filosofia;4;75
20062024;2019-2020;11;Ingles;1;80
20062024;2019-2020;11;Ingles;2;82
20062024;2019-2020;11;Ingles;3;77
20062024;2019-2020;11;Ingles;4;83
20062024;2019-2020;11;Disciplina;1;93
20062024;2019-2020;11;Disciplina;2;91
20062024;2019-2020;11;Disciplina;3;91
20062024;2019-2020;11;Disciplina;4;97
20062025;2019-2020;11;Matematicas;1;95
20062025;2019-2020;11;Matematicas;2;95
20062025;2019-2020;11;Matematicas;3;90
20062025;2019-2020;11;Matematicas;4;100
20062025;2019-2020;11;Fisica;1;88
20062025;2019-2020;11;Fisica;2;88
20062025;2019-2020;11;Fisica;3;78
20062025;2019-2020;11;Fisica;4;96
20062025;2019-2020;11;Quimica;1;87
20062025;2019-2020;11;Quimica;2;84
20062025;2019-2020;11;Quimica;3;81
20062025;2019-2020;11;Quimica;4;92
20062025;2019-2020;11;Ciencias Sociales;1;
20062025;2019-2020;11;Ciencias Sociales;2;
20062025;2019-2020;11;Ciencias Sociales;3;94
20062025;2019-2020;11;Ciencias Sociales;4;96
20062025;2019-2020;11;Economia;1;91
20062025;2019-2020;11;Economia;2;99
20062025;2019-2020;11;Economia;3;
20062025;2019-2020;11;Economia;4;
20062025;2019-2020;11;Espa–ol;1;86
20062025;2019-2020;11;Espa–ol;2;81
20062025;2019-2020;11;Espa–ol;3;90
20062025;2019-2020;11;Espa–ol;4;95
20062025;2019-2020;11;Filosofia;1;97
20062025;2019-2020;11;Filosofia;2;98
20062025;2019-2020;11;Filosofia;3;90
20062025;2019-2020;11;Filosofia;4;98
20062025;2019-2020;11;Ingles;1;91
20062025;2019-2020;11;Ingles;2;92
20062025;2019-2020;11;Ingles;3;97
20062025;2019-2020;11;Ingles;4;100
20062025;2019-2020;11;Disciplina;1;97
20062025;2019-2020;11;Disciplina;2;94
20062025;2019-2020;11;Disciplina;3;90
20062025;2019-2020;11;Disciplina;4;99
20062028;2019-2020;11;Matematicas;1;80
20062028;2019-2020;11;Matematicas;2;78
20062028;2019-2020;11;Matematicas;3;77
20062028;2019-2020;11;Matematicas;4;71
20062028;2019-2020;11;Fisica;1;72
20062028;2019-2020;11;Fisica;2;66
20062028;2019-2020;11;Fisica;3;70
20062028;2019-2020;11;Fisica;4;87
20062028;2019-2020;11;Quimica;1;79
20062028;2019-2020;11;Quimica;2;72
20062028;2019-2020;11;Quimica;3;74
20062028;2019-2020;11;Quimica;4;74
20062028;2019-2020;11;Ciencias Sociales;1;
20062028;2019-2020;11;Ciencias Sociales;2;
20062028;2019-2020;11;Ciencias Sociales;3;72
20062028;2019-2020;11;Ciencias Sociales;4;68
20062028;2019-2020;11;Economia;1;75
20062028;2019-2020;11;Economia;2;69
20062028;2019-2020;11;Economia;3;
20062028;2019-2020;11;Economia;4;
20062028;2019-2020;11;Espa–ol;1;68
20062028;2019-2020;11;Espa–ol;2;68
20062028;2019-2020;11;Espa–ol;3;74
20062028;2019-2020;11;Espa–ol;4;82
20062028;2019-2020;11;Filosofia;1;70
20062028;2019-2020;11;Filosofia;2;76
20062028;2019-2020;11;Filosofia;3;73
20062028;2019-2020;11;Filosofia;4;72
20062028;2019-2020;11;Ingles;1;78
20062028;2019-2020;11;Ingles;2;79
20062028;2019-2020;11;Ingles;3;85
20062028;2019-2020;11;Ingles;4;89
20062028;2019-2020;11;Disciplina;1;85
20062028;2019-2020;11;Disciplina;2;89
20062028;2019-2020;11;Disciplina;3;80
20062028;2019-2020;11;Disciplina;4;91
20062029;2019-2020;11;Matematicas;1;74
20062029;2019-2020;11;Matematicas;2;88
20062029;2019-2020;11;Matematicas;3;94
20062029;2019-2020;11;Matematicas;4;94
20062029;2019-2020;11;Fisica;1;77
20062029;2019-2020;11;Fisica;2;83
20062029;2019-2020;11;Fisica;3;82
20062029;2019-2020;11;Fisica;4;95
20062029;2019-2020;11;Quimica;1;84
20062029;2019-2020;11;Quimica;2;84
20062029;2019-2020;11;Quimica;3;88
20062029;2019-2020;11;Quimica;4;94
20062029;2019-2020;11;Ciencias Sociales;1;
20062029;2019-2020;11;Ciencias Sociales;2;
20062029;2019-2020;11;Ciencias Sociales;3;93
20062029;2019-2020;11;Ciencias Sociales;4;95
20062029;2019-2020;11;Economia;1;91
20062029;2019-2020;11;Economia;2;89
20062029;2019-2020;11;Economia;3;
20062029;2019-2020;11;Economia;4;
20062029;2019-2020;11;Espa–ol;1;81
20062029;2019-2020;11;Espa–ol;2;84
20062029;2019-2020;11;Espa–ol;3;89
20062029;2019-2020;11;Espa–ol;4;94
20062029;2019-2020;11;Filosofia;1;99
20062029;2019-2020;11;Filosofia;2;96
20062029;2019-2020;11;Filosofia;3;95
20062029;2019-2020;11;Filosofia;4;97
20062029;2019-2020;11;Ingles;1;80
20062029;2019-2020;11;Ingles;2;88
20062029;2019-2020;11;Ingles;3;86
20062029;2019-2020;11;Ingles;4;92
20062029;2019-2020;11;Disciplina;1;89
20062029;2019-2020;11;Disciplina;2;89
20062029;2019-2020;11;Disciplina;3;86
20062029;2019-2020;11;Disciplina;4;99
20062031;2019-2020;11;Matematicas;1;96
20062031;2019-2020;11;Matematicas;2;91
20062031;2019-2020;11;Matematicas;3;95
20062031;2019-2020;11;Matematicas;4;99
20062031;2019-2020;11;Fisica;1;87
20062031;2019-2020;11;Fisica;2;88
20062031;2019-2020;11;Fisica;3;93
20062031;2019-2020;11;Fisica;4;97
20062031;2019-2020;11;Quimica;1;97
20062031;2019-2020;11;Quimica;2;89
20062031;2019-2020;11;Quimica;3;94
20062031;2019-2020;11;Quimica;4;97
20062031;2019-2020;11;Ciencias Sociales;1;
20062031;2019-2020;11;Ciencias Sociales;2;
20062031;2019-2020;11;Ciencias Sociales;3;93
20062031;2019-2020;11;Ciencias Sociales;4;97
20062031;2019-2020;11;Economia;1;93
20062031;2019-2020;11;Economia;2;95
20062031;2019-2020;11;Economia;3;
20062031;2019-2020;11;Economia;4;
20062031;2019-2020;11;Espa–ol;1;82
20062031;2019-2020;11;Espa–ol;2;85
20062031;2019-2020;11;Espa–ol;3;91
20062031;2019-2020;11;Espa–ol;4;93
20062031;2019-2020;11;Filosofia;1;96
20062031;2019-2020;11;Filosofia;2;100
20062031;2019-2020;11;Filosofia;3;98
20062031;2019-2020;11;Filosofia;4;100
20062031;2019-2020;11;Ingles;1;90
20062031;2019-2020;11;Ingles;2;92
20062031;2019-2020;11;Ingles;3;93
20062031;2019-2020;11;Ingles;4;97
20062031;2019-2020;11;Disciplina;1;98
20062031;2019-2020;11;Disciplina;2;98
20062031;2019-2020;11;Disciplina;3;99
20062031;2019-2020;11;Disciplina;4;100
20062032;2019-2020;11;Matematicas;1;92
20062032;2019-2020;11;Matematicas;2;95
20062032;2019-2020;11;Matematicas;3;95
20062032;2019-2020;11;Matematicas;4;99
20062032;2019-2020;11;Fisica;1;72
20062032;2019-2020;11;Fisica;2;76
20062032;2019-2020;11;Fisica;3;98
20062032;2019-2020;11;Fisica;4;87
20062032;2019-2020;11;Quimica;1;87
20062032;2019-2020;11;Quimica;2;89
20062032;2019-2020;11;Quimica;3;95
20062032;2019-2020;11;Quimica;4;91
20062032;2019-2020;11;Ciencias Sociales;1;
20062032;2019-2020;11;Ciencias Sociales;2;
20062032;2019-2020;11;Ciencias Sociales;3;76
20062032;2019-2020;11;Ciencias Sociales;4;84
20062032;2019-2020;11;Economia;1;87
20062032;2019-2020;11;Economia;2;73
20062032;2019-2020;11;Economia;3;
20062032;2019-2020;11;Economia;4;
20062032;2019-2020;11;Espa–ol;1;77
20062032;2019-2020;11;Espa–ol;2;65
20062032;2019-2020;11;Espa–ol;3;68
